,Model,Compressor,error_bound,epochs,miou,class,iou,run
81,unet,sz3,1E-7,10,0.42602937150821996,road,0.8945667339403103,2
82,unet,sz3,1E-7,10,0.42602937150821996,sidewalk,0.5508288962538371,2
83,unet,sz3,1E-7,10,0.42602937150821996,building,0.7686269914425645,2
84,unet,sz3,1E-7,10,0.42602937150821996,wall,0.22880414159483928,2
85,unet,sz3,1E-7,10,0.42602937150821996,fence,0.12554519860545854,2
86,unet,sz3,1E-7,10,0.42602937150821996,pole,0.13667119688321103,2
87,unet,sz3,1E-7,10,0.42602937150821996,traffic light,0.16952422356873081,2
88,unet,sz3,1E-7,10,0.42602937150821996,traffic sign,0.2690589233096381,2
89,unet,sz3,1E-7,10,0.42602937150821996,vegetation,0.7910777445971913,2
90,unet,sz3,1E-7,10,0.42602937150821996,terrain,0.37591375701060126,2
91,unet,sz3,1E-7,10,0.42602937150821996,sky,0.8117357914672191,2
92,unet,sz3,1E-7,10,0.42602937150821996,person,0.4262496446632812,2
93,unet,sz3,1E-7,10,0.42602937150821996,rider,0.18595710238769728,2
94,unet,sz3,1E-7,10,0.42602937150821996,car,0.8064510791783519,2
95,unet,sz3,1E-7,10,0.42602937150821996,truck,0.3200739886086845,2
96,unet,sz3,1E-7,10,0.42602937150821996,bus,0.44084939631434017,2
97,unet,sz3,1E-7,10,0.42602937150821996,train,0.30767580818140033,2
98,unet,sz3,1E-7,10,0.42602937150821996,motorcycle,0.08970085997613464,2
99,unet,sz3,1E-7,10,0.42602937150821996,bicycle,0.34444560873014685,2
100,unet,sz3,1E-7,10,0.4470261278703801,unlabeled,0.47584085086426164,3
101,unet,sz3,1E-7,10,0.4470261278703801,road,0.888512649604724,3
102,unet,sz3,1E-7,10,0.4470261278703801,sidewalk,0.5548001609391627,3
103,unet,sz3,1E-7,10,0.4470261278703801,building,0.7741374371499431,3
104,unet,sz3,1E-7,10,0.4470261278703801,wall,0.21367548843900439,3
105,unet,sz3,1E-7,10,0.4470261278703801,fence,0.22453688223099044,3
106,unet,sz3,1E-7,10,0.4470261278703801,pole,0.14155078148214179,3
107,unet,sz3,1E-7,10,0.4470261278703801,traffic light,0.13427660299080466,3
108,unet,sz3,1E-7,10,0.4470261278703801,traffic sign,0.315240426347193,3
109,unet,sz3,1E-7,10,0.4470261278703801,vegetation,0.8011396546483688,3
110,unet,sz3,1E-7,10,0.4470261278703801,terrain,0.4106508875739645,3
111,unet,sz3,1E-7,10,0.4470261278703801,sky,0.8238478416837314,3
112,unet,sz3,1E-7,10,0.4470261278703801,person,0.4367772558929353,3
113,unet,sz3,1E-7,10,0.4470261278703801,rider,0.22753136854391595,3
114,unet,sz3,1E-7,10,0.4470261278703801,car,0.8004814884150598,3
115,unet,sz3,1E-7,10,0.4470261278703801,truck,0.46751513128953476,3
116,unet,sz3,1E-7,10,0.4470261278703801,bus,0.40859611550107083,3
117,unet,sz3,1E-7,10,0.4470261278703801,train,0.3387737391942859,3
118,unet,sz3,1E-7,10,0.4470261278703801,motorcycle,0.1272099166836009,3
119,unet,sz3,1E-7,10,0.4470261278703801,bicycle,0.3754278779329087,3
120,unet,sz3,1E-7,10,0.4434168447995325,unlabeled,0.4900999099392973,4
121,unet,sz3,1E-7,10,0.4434168447995325,road,0.8988454380199234,4
