1.770704650878906250e+02,1.669676971435546875e+02,1.568649139404296875e+02
1.662305755615234375e+02,1.812043151855468750e+02,1.499939727783203125e+02
1.599860534667968750e+02,1.758618469238281250e+02,1.455535125732421875e+02
1.598470306396484375e+02,1.753619689941406250e+02,1.446928558349609375e+02
1.612830810546875000e+02,1.526235504150390625e+02,1.439640502929687500e+02
1.595631408691406250e+02,1.493701629638671875e+02,1.391771850585937500e+02
1.567993011474609375e+02,1.452532653808593750e+02,1.337072601318359375e+02
1.534628601074218750e+02,1.417364349365234375e+02,1.300099945068359375e+02
1.497452697753906250e+02,1.381992492675781250e+02,1.266532440185546875e+02
1.458956604003906250e+02,1.343496398925781250e+02,1.228036193847656250e+02
1.422122497558593750e+02,1.306662292480468750e+02,1.191202087402343750e+02
1.402927093505859375e+02,1.280250549316406250e+02,1.157574081420898438e+02
1.364877929687500000e+02,1.249417572021484375e+02,1.133957443237304688e+02
1.246685791015625000e+02,1.427092285156250000e+02,1.145658035278320312e+02
1.138717575073242188e+02,1.369637908935546875e+02,1.138717575073242188e+02
1.135994873046875000e+02,1.316401519775390625e+02,1.034967193603515625e+02
1.163263702392578125e+02,1.278723831176757812e+02,9.323432922363281250e+01
1.170937347412109375e+02,1.279181289672851562e+02,9.255843353271484375e+01
1.177035446166992188e+02,1.292495574951171875e+02,9.461151123046875000e+01
1.183277206420898438e+02,1.298737487792968750e+02,9.523568725585937500e+01
1.188978195190429688e+02,1.304438171386718750e+02,9.580576324462890625e+01
1.194119338989257812e+02,1.309579467773437500e+02,9.631990051269531250e+01
1.198421554565429688e+02,1.313881835937500000e+02,9.675012207031250000e+01
1.201778640747070312e+02,1.317238616943359375e+02,9.708580780029296875e+01
1.203650970458984375e+02,1.319111175537109375e+02,9.727305603027343750e+01
1.203109588623046875e+02,1.318569641113281250e+02,9.721891784667968750e+01
1.201218566894531250e+02,1.316678771972656250e+02,9.702981567382812500e+01
1.198673019409179688e+02,1.314133148193359375e+02,9.677526092529296875e+01
1.195651092529296875e+02,1.311111297607421875e+02,9.647306060791015625e+01
1.192441329956054688e+02,1.307901306152343750e+02,9.615207672119140625e+01
1.189406967163085938e+02,1.304866943359375000e+02,9.584864044189453125e+01
1.187064208984375000e+02,1.302524566650390625e+02,9.561438751220703125e+01
1.185241546630859375e+02,1.300701599121093750e+02,9.543210601806640625e+01
1.186326370239257812e+02,1.301786499023437500e+02,9.554058837890625000e+01
1.188126220703125000e+02,1.303586425781250000e+02,9.572058868408203125e+01
1.190783233642578125e+02,1.306243438720703125e+02,9.598626708984375000e+01
1.193872070312500000e+02,1.309332275390625000e+02,9.629517364501953125e+01
1.197018127441406250e+02,1.312478332519531250e+02,9.660977172851562500e+01
1.200213165283203125e+02,1.315673522949218750e+02,9.692928314208984375e+01
1.203431930541992188e+02,1.318892059326171875e+02,9.725115203857421875e+01
1.206351318359375000e+02,1.321811523437500000e+02,9.754309844970703125e+01
1.208517456054687500e+02,1.323977508544921875e+02,9.775971221923828125e+01
1.210298843383789062e+02,1.325758972167968750e+02,9.793784332275390625e+01
1.211912231445312500e+02,1.327372436523437500e+02,9.809918975830078125e+01
1.213358154296875000e+02,1.328818359375000000e+02,9.824377441406250000e+01
1.214679718017578125e+02,1.330139770507812500e+02,9.837592315673828125e+01
1.215964584350585938e+02,1.331424865722656250e+02,9.850440979003906250e+01
1.217229690551757812e+02,1.332689819335937500e+02,9.863092041015625000e+01
1.218730850219726562e+02,1.334190979003906250e+02,9.878103637695312500e+01
1.220914001464843750e+02,1.336374206542968750e+02,9.899935150146484375e+01
1.223225021362304688e+02,1.338685302734375000e+02,9.923047637939453125e+01
1.225327377319335938e+02,1.340787506103515625e+02,9.944069671630859375e+01
1.227016754150390625e+02,1.342476959228515625e+02,9.960963439941406250e+01
1.227939453125000000e+02,1.343399658203125000e+02,9.970189666748046875e+01
1.228208160400390625e+02,1.343668365478515625e+02,9.972877502441406250e+01
1.227793884277343750e+02,1.343253936767578125e+02,9.968733215332031250e+01
1.226767578125000000e+02,1.342227630615234375e+02,9.958470153808593750e+01
1.225391769409179688e+02,1.340852050781250000e+02,9.944712829589843750e+01
1.223062973022460938e+02,1.338522949218750000e+02,9.921424865722656250e+01
1.219409561157226562e+02,1.334869689941406250e+02,9.884890747070312500e+01
1.213997955322265625e+02,1.329458007812500000e+02,9.830773925781250000e+01
1.206130981445312500e+02,1.321591186523437500e+02,9.752104949951171875e+01
1.196227111816406250e+02,1.311687164306640625e+02,9.653065490722656250e+01
1.184495086669921875e+02,1.299955291748046875e+02,9.535747528076171875e+01
1.170865631103515625e+02,1.286325683593750000e+02,9.399449920654296875e+01
1.200496139526367188e+02,1.315956115722656250e+02,9.695756530761718750e+01
1.213272781372070312e+02,1.328732910156250000e+02,9.823522949218750000e+01
1.210788192749023438e+02,1.319031829833984375e+02,9.654351043701171875e+01
1.188264465332031250e+02,1.303724670410156250e+02,9.573439788818359375e+01
1.136147003173828125e+02,1.309337463378906250e+02,1.020686874389648438e+02
1.070360717773437500e+02,1.301281280517578125e+02,1.070360717773437500e+02
1.000061416625976562e+02,1.238198242187500000e+02,1.014493942260742188e+02
9.360016632080078125e+01,1.166922073364257812e+02,9.360016632080078125e+01
8.965012359619140625e+01,1.127421646118164062e+02,8.965012359619140625e+01
8.680136871337890625e+01,1.098934097290039062e+02,8.680136871337890625e+01
8.438129425048828125e+01,1.074733352661132812e+02,8.438129425048828125e+01
8.217584991455078125e+01,1.052678833007812500e+02,8.217584991455078125e+01
7.951824188232421875e+01,1.026102905273437500e+02,7.951824188232421875e+01
7.709403228759765625e+01,1.001860809326171875e+02,7.709403228759765625e+01
7.519629669189453125e+01,9.828833007812500000e+01,7.519629669189453125e+01
7.433563995361328125e+01,9.742768096923828125e+01,7.433563995361328125e+01
7.552399444580078125e+01,7.552399444580078125e+01,7.552399444580078125e+01
7.755064392089843750e+01,7.755064392089843750e+01,7.755064392089843750e+01
7.978332519531250000e+01,7.978332519531250000e+01,7.978332519531250000e+01
8.149861907958984375e+01,8.149861907958984375e+01,8.149861907958984375e+01
8.134906005859375000e+01,1.044410934448242188e+02,8.134906005859375000e+01
8.057446289062500000e+01,1.036665039062500000e+02,8.057446289062500000e+01
7.982753753662109375e+01,1.029195861816406250e+02,7.982753753662109375e+01
7.952216339111328125e+01,1.026141967773437500e+02,7.952216339111328125e+01
8.053982543945312500e+01,1.036318588256835938e+02,8.053982543945312500e+01
8.213023376464843750e+01,1.052222824096679688e+02,8.213023376464843750e+01
8.386645507812500000e+01,1.069584960937500000e+02,8.386645507812500000e+01
8.565992736816406250e+01,1.087519760131835938e+02,8.565992736816406250e+01
8.726795959472656250e+01,1.103600006103515625e+02,8.726795959472656250e+01
